1002 5000
935 518 1
935 560 1
935 561 1
935 727 1
935 770 1
935 796 1
936 154 1
936 384 1
936 393 1
936 524 1
936 590 1
936 619 1
936 761 1
936 847 1
936 979 1
937 37 1
937 52 1
937 392 1
937 484 1
937 667 1
937 829 1
939 369 1
939 420 1
939 450 1
939 477 1
939 585 1
939 648 1
939 739 1
939 853 1
940 160 1
940 258 1
940 331 1
940 436 1
940 497 1
940 556 1
940 560 1
940 628 1
940 745 1
940 796 1
942 325 1
942 612 1
942 870 1
943 260 1
943 314 1
943 842 1
944 249 1
944 396 1
944 507 1
944 535 1
944 541 1
944 551 1
945 242 1
945 312 1
945 342 1
945 461 1
945 848 1
945 942 1
946 255 1
946 447 1
946 551 1
946 603 1
946 902 1
947 361 1
949 143 1
949 174 1
949 388 1
949 587 1
949 870 1
949 984 1
950 352 1
950 737 1
950 981 1
951 5 1
951 256 1
951 953 1
952 14 1
952 19 1
952 40 1
952 137 1
952 145 1
952 152 1
952 197 1
952 580 1
952 705 1
952 909 1
953 847 1
954 206 1
954 304 1
954 806 1
954 916 1
954 965 1
956 85 1
956 406 1
956 417 1
956 807 1
956 984 1
957 186 1
957 211 1
957 310 1
957 372 1
957 620 1
957 621 1
957 797 1
957 826 1
957 958 1
957 990 1
958 181 1
958 702 1
958 966 1
959 157 1
959 305 1
959 413 1
959 691 1
959 776 1
960 2 1
960 210 1
960 727 1
960 758 1
960 890 1
960 922 1
962 429 1
962 629 1
963 3 1
963 409 1
963 573 1
963 624 1
963 630 1
963 801 1
963 880 1
963 959 1
964 102 1
964 154 1
964 242 1
964 267 1
964 272 1
964 430 1
964 609 1
964 622 1
964 741 1
964 794 1
965 719 1
966 277 1
966 314 1
967 178 1
967 566 1
967 688 1
967 813 1
968 37 1
968 103 1
968 200 1
968 232 1
968 311 1
968 542 1
968 863 1
968 898 1
968 902 1
968 979 1
968 983 1
969 1 1
969 537 1
969 649 1
969 722 1
969 804 1
969 925 1
969 984 1
970 230 1
970 418 1
970 459 1
970 768 1
970 828 1
970 830 1
971 20 1
971 282 1
971 512 1
971 833 1
971 863 1
971 864 1
971 910 1
971 931 1
973 148 1
973 254 1
973 592 1
973 688 1
973 928 1
974 93 1
974 96 1
974 221 1
974 327 1
974 379 1
974 556 1
975 45 1
975 57 1
975 119 1
975 643 1
975 942 1
976 209 1
976 403 1
976 435 1
976 464 1
976 824 1
976 831 1
976 838 1
976 953 1
977 149 1
977 193 1
977 259 1
977 263 1
977 278 1
977 334 1
977 370 1
977 456 1
977 550 1
978 37 1
978 83 1
978 87 1
978 94 1
978 145 1
978 157 1
978 167 1
978 242 1
978 284 1
978 328 1
978 489 1
978 493 1
978 497 1
978 512 1
978 599 1
978 823 1
978 857 1
978 899 1
978 900 1
979 460 1
979 562 1
979 737 1
979 786 1
980 129 1
980 523 1
980 830 1
980 962 1
981 210 1
981 314 1
981 451 1
982 177 1
982 278 1
982 520 1
982 643 1
982 909 1
982 987 1
983 29 1
985 95 1
985 190 1
985 347 1
985 438 1
985 483 1
985 560 1
985 573 1
985 616 1
986 2 1
986 33 1
986 53 1
986 288 1
986 676 1
986 992 1
987 68 1
987 167 1
987 181 1
987 380 1
987 603 1
988 115 1
988 156 1
988 255 1
988 288 1
988 290 1
988 360 1
988 620 1
988 705 1
988 947 1
989 5 1
989 305 1
989 343 1
989 348 1
989 698 1
989 724 1
989 884 1
989 986 1
990 345 1
990 898 1
990 904 1
991 157 1
991 166 1
991 240 1
991 288 1
991 418 1
991 709 1
991 770 1
991 834 1
991 872 1
992 379 1
992 715 1
993 90 1
993 505 1
993 510 1
993 669 1
993 919 1
993 984 1
994 95 1
994 173 1
994 397 1
994 773 1
994 870 1
995 21 1
995 157 1
995 203 1
995 259 1
995 373 1
995 475 1
995 557 1
995 575 1
995 753 1
995 758 1
995 869 1
996 3 1
996 212 1
996 325 1
996 509 1
996 953 1
997 417 1
997 570 1
997 761 1
997 862 1
998 13 1
998 283 1
998 315 1
998 495 1
998 531 1
998 555 1
998 923 1
999 180 1
999 965 1
20 5 11 19 20 10 4 10 14 1 10 1 13 8 15 10 18 13 10 19 15 17 10 3 5 14 1 2 2 7 10 17 9 12 5 19 14 6 20 4 10 16 2 19 15 5 11 15 12 14 9 20 13 13 20 8 2 7 10 9 10 7 19 8 18 20 15 1 20 13 16 8 16 1 4 15 18 6 12 10 6 3 16 11 16 17 4 4 11 18 15 4 13 1 2 1 1 11 7 7 14 3 5 9 8 14 20 2 6 14 11 5 19 12 10 6 17 13 9 16 20 10 20 3 7 4 12 11 5 19 17 11 15 19 5 8 15 2 11 3 18 5 2 10 19 13 12 16 8 2 13 11 1 6 13 18 19 13 9 9 7 1 3 4 8 6 16 10 19 16 5 6 19 8 6 3 2 2 1 1 20 20 2 19 14 8 3 2 6 7 13 16 17 14 8 19 17 4 20 20 14 6 20 7 1 3 15 9 17 3 2 1 6 18 5 6 19 19 10 10 11 19 20 4 17 13 9 2 6 19 20 5 3 18 14 19 19 5 12 15 3 8 13 13 10 8 3 17 13 14 5 14 16 13 2 8 5 13 20 15 1 18 4 15 14 10 19 13 18 3 3 12 19 9 1 20 11 16 6 4 6 7 8 3 6 3 19 2 7 4 17 1 13 3 3 4 20 9 14 13 10 16 3 3 3 14 7 11 18 15 11 11 4 1 8 3 8 8 10 4 10 16 11 13 20 6 15 14 3 7 3 19 6 16 15 17 2 11 9 20 11 19 14 17 10 4 20 17 20 18 9 19 14 11 18 18 15 16 18 1 17 16 7 16 7 5 13 2 13 4 15 13 1 8 10 11 12 11 4 14 19 5 10 6 4 4 11 4 14 5 1 11 4 15 1 11 5 16 11 1 10 14 20 14 13 13 13 17 15 16 17 20 20 6 6 3 10 11 5 11 16 12 12 14 18 18 6 20 19 12 2 16 19 15 12 1 7 15 6 3 1 2 18 6 17 17 6 16 6 19 4 4 18 1 8 11 14 16 1 8 2 10 7 9 6 8 12 8 18 2 20 16 20 1 4 20 11 13 16 6 11 6 1 14 16 17 15 14 12 1 10 10 6 13 8 17 5 18 3 14 11 12 5 17 7 5 18 10 17 11 9 13 13 11 19 5 1 12 5 11 13 17 10 18 14 19 14 16 7 7 13 15 5 20 7 19 1 14 16 17 5 6 5 5 4 14 3 6 2 5 16 1 15 16 4 12 15 16 17 13 20 4 19 4 10 20 11 19 1 20 15 12 12 18 8 13 20 7 8 19 7 1 11 1 20 18 17 5 1 5 4 1 13 2 5 20 11 12 9 20 12 15 11 16 13 9 13 6 1 6 7 2 3 3 14 19 3 3 4 8 19 6 13 20 8 7 9 15 11 5 2 12 19 19 14 19 13 20 2 8 12 15 15 7 3 4 12 19 20 11 5 14 2 2 19 6 15 9 9 2 8 3 11 5 15 12 2 15 8 18 18 11 16 18 8 4 14 19 14 9 11 10 17 9 2 9 9 11 9 6 5 11 7 13 3 13 19 2 3 15 13 20 16 19 20 3 15 3 5 1 17 16 16 1 19 15 14 12 13 14 2 4 20 16 12 15 9 20 10 1 4 4 9 5 5 11 18 2 3 3 16 1 15 17 20 14 4 7 3 7 9 5 14 9 14 1 14 10 13 12 6 18 9 13 4 19 10 8 6 7 1 1 3 8 17 8 5 6 3 13 8 13 18 10 13 7 20 12 10 18 6 11 3 15 19 18 17 14 1 18 14 18 8 20 9 17 15 9 5 17 12 18 6 11 12 17 3 8 1 11 11 10 14 10 19 13 13 11 9 19 3 8 12 15 20 4 19 17 5 19 11 11 4 13 13 8 15 4 1 10 10 9 14 15 11 5 19 12 4 1 8 13 16 16 18 6 2 9 4 12 19 16 7 13 6 2 1 16 7 5 14 12 2 7 3 20 11 16 4 13 15 7 14 9 12 16 6 19 1 16 9 13 1 6 1 5 7 6 17 1 8 13 6 10 9 4 17 10 16 6 17 14 18 9 13 11 3 13 11 3 17 19 6 8 10 17 2 12 14 12 2 16 18 12 5 19 4 8 14 4 7 4 18 5 6 3 16 2 5 19 9 12 7 1 18 10 8 7 12 7 3 12 19 20 13 2 15 1 14 19 11 3 12 6 19 12 6 2 5 11 13 9 4 11 3 15 11 3 13 5 
0 0

__________________________________________
Output:

263
533 71 723 976 838 912 384 518 395 311 350 600 223 291 141 922 787 625 564 773 425

Task	EC	LC	Slack
1	80	110	30
2	135	247	112
3	116	200	84
4	155	230	75
5	216	241	25
6	64	227	163
7	193	247	54
8	35	51	16
9	14	91	77
10	109	251	142
11	155	202	47
12	1	110	109
13	106	205	99
14	62	158	96
15	34	90	56
16	218	263	45
17	39	103	64
18	48	77	29
19	138	263	125
20	22	216	194
21	173	243	70
22	140	242	102
23	99	243	144
24	3	83	80
25	13	36	23
26	59	87	28
27	174	192	18
28	149	204	55
29	223	263	40
30	45	197	152
31	10	20	10
32	109	225	116
33	98	263	165
34	115	203	88
35	45	100	55
36	59	181	122
37	223	241	18
38	135	212	77
39	60	116	56
40	95	175	80
41	233	254	21
42	203	246	43
43	41	54	13
44	19	32	13
45	251	263	12
46	22	121	99
47	124	231	107
48	15	25	10
49	98	175	77
50	84	112	28
51	189	243	54
52	169	224	55
53	170	247	77
54	21	67	46
55	135	217	82
56	137	227	90
57	191	234	43
58	26	26	0
59	113	223	110
60	9	27	18
61	190	263	73
62	25	59	34
63	74	87	13
64	8	29	21
65	54	132	78
66	99	207	108
67	39	91	52
68	181	257	76
69	20	50	30
70	104	151	47
71	21	21	0
72	204	244	40
73	51	97	46
74	133	241	108
75	104	128	24
76	152	263	111
77	36	150	114
78	103	128	25
79	81	230	149
80	146	244	98
81	199	243	44
82	3	58	55
83	138	223	85
84	154	263	109
85	114	192	78
86	17	38	21
87	129	206	77
88	103	201	98
89	119	139	20
90	72	91	19
91	169	221	52
92	99	185	86
93	171	243	72
94	150	232	82
95	172	207	35
96	65	199	134
97	1	85	84
98	63	124	61
99	186	263	77
100	129	263	134
101	34	197	163
102	98	145	47
103	89	130	41
104	135	242	107
105	53	115	62
106	40	43	3
107	125	263	138
108	11	220	209
109	103	231	128
110	209	261	52
111	106	217	111
112	141	263	122
113	76	161	85
114	93	206	113
115	70	183	113
116	73	187	114
117	17	77	60
118	40	182	142
119	242	263	21
120	16	52	36
121	237	263	26
122	158	228	70
123	149	213	64
124	185	245	60
125	103	189	86
126	104	235	131
127	32	140	108
128	80	192	112
129	74	115	41
130	44	100	56
131	52	95	43
132	11	78	67
133	15	64	49
134	42	84	42
135	40	194	154
136	27	55	28
137	69	213	144
138	149	155	6
139	85	129	44
140	16	63	47
141	196	196	0
142	50	135	85
143	163	242	79
144	21	110	89
145	129	182	53
146	13	57	44
147	57	142	85
148	239	257	18
149	116	259	143
150	70	247	177
151	171	245	74
152	87	173	86
153	136	195	59
154	94	146	52
155	110	205	95
156	191	250	59
157	207	263	56
158	13	75	62
159	122	234	112
160	39	70	31
161	101	121	20
162	195	253	58
163	24	54	30
164	20	178	158
165	34	80	46
166	33	126	93
167	215	263	48
168	57	139	82
169	132	177	45
170	37	95	58
171	160	258	98
172	155	243	88
173	211	263	52
174	127	244	117
175	184	258	74
176	96	162	66
177	62	199	137
178	215	263	48
179	54	179	125
180	174	246	72
181	219	263	44
182	252	263	11
183	2	28	26
184	110	163	53
185	130	244	114
186	99	197	98
187	73	227	154
188	16	45	29
189	6	36	30
190	195	263	68
191	29	149	120
192	16	34	18
193	45	102	57
194	163	210	47
195	93	159	66
196	27	43	16
197	203	263	60
198	39	91	52
199	65	65	0
200	134	205	71
201	74	130	56
202	6	34	28
203	220	244	24
204	136	231	95
205	133	194	61
206	69	155	86
207	84	170	86
208	224	263	39
209	217	228	11
210	212	247	35
211	107	177	70
212	86	215	129
213	198	231	33
214	38	167	129
215	96	120	24
216	117	241	124
217	135	246	111
218	32	132	100
219	188	244	56
220	247	263	16
221	37	193	156
222	89	198	109
223	161	161	0
224	200	211	11
225	17	83	66
226	51	129	78
227	113	220	107
228	10	119	109
229	45	73	28
230	52	84	32
231	72	178	106
232	108	206	98
233	12	68	56
234	158	176	18
235	33	48	15
236	19	45	26
237	64	173	109
238	148	218	70
239	12	48	36
240	52	158	106
241	160	200	40
242	97	182	85
243	46	61	15
244	204	263	59
245	133	234	101
246	88	140	52
247	143	231	88
248	123	222	99
249	60	157	97
250	38	79	41
251	48	160	112
252	108	133	25
253	16	60	44
254	135	208	73
255	73	162	89
256	155	262	107
257	103	234	131
258	84	162	78
259	198	263	65
260	208	253	45
261	49	78	29
262	127	133	6
263	165	208	43
264	15	90	75
265	68	74	6
266	49	116	67
267	119	192	73
268	131	254	123
269	99	231	132
270	48	98	50
271	146	245	99
272	45	80	35
273	69	158	89
274	102	193	91
275	162	245	83
276	147	153	6
277	233	263	30
278	158	228	70
279	46	200	154
280	131	191	60
281	182	241	59
282	153	250	97
283	113	164	51
284	155	240	85
285	91	115	24
286	58	171	113
287	160	243	83
288	189	263	74
289	176	228	52
290	64	89	25
291	178	178	0
292	21	51	30
293	125	187	62
294	111	152	41
295	104	124	20
296	44	80	36
297	191	263	72
298	133	192	59
299	172	219	47
300	52	83	31
301	29	125	96
302	29	80	51
303	166	213	47
304	152	263	111
305	176	230	54
306	187	230	43
307	239	263	24
308	27	152	125
309	131	219	88
310	125	245	120
311	103	103	0
312	222	263	41
313	211	263	52
314	161	263	102
315	129	193	64
316	19	67	48
317	8	26	18
318	8	24	16
319	49	171	122
320	169	212	43
321	16	71	55
322	54	87	33
323	100	219	119
324	142	191	49
325	250	255	5
326	6	61	55
327	93	138	45
328	186	246	60
329	30	96	66
330	23	78	55
331	22	177	155
332	64	156	92
333	6	80	74
334	129	263	134
335	136	207	71
336	17	192	175
337	2	74	72
338	18	143	125
339	70	80	10
340	202	263	61
341	220	263	43
342	32	128	96
343	105	146	41
344	102	184	82
345	179	238	59
346	4	51	47
347	161	231	70
348	124	210	86
349	163	241	78
350	121	121	0
351	218	224	6
352	128	245	117
353	23	41	18
354	45	45	0
355	65	158	93
356	125	244	119
357	15	38	23
358	95	161	66
359	96	142	46
360	61	120	59
361	220	263	43
362	108	128	20
363	98	211	113
364	33	92	59
365	91	97	6
366	105	175	70
367	13	64	51
368	234	263	29
369	81	87	6
370	105	257	152
371	40	262	222
372	107	202	95
373	83	242	159
374	140	158	18
375	177	263	86
376	25	41	16
377	119	263	144
378	116	175	59
379	213	263	50
380	149	231	82
381	19	75	56
382	164	262	98
383	64	173	109
384	79	79	0
385	41	90	49
386	142	227	85
387	90	153	63
388	123	221	98
389	39	52	13
390	39	161	122
391	199	243	44
392	166	263	97
393	69	115	46
394	211	263	52
395	92	92	0
396	108	193	85
397	256	263	7
398	198	263	65
399	118	188	70
400	17	79	62
401	131	251	120
402	111	129	18
403	149	220	71
404	109	226	117
405	84	215	131
406	182	231	49
407	66	91	25
408	115	153	38
409	50	63	13
410	228	263	35
411	167	216	49
412	113	158	45
413	189	232	43
414	222	247	25
415	167	238	71
416	18	41	23
417	187	230	43
418	180	263	83
419	97	178	81
420	25	68	43
421	47	129	82
422	92	112	20
423	127	215	88
424	33	46	13
425	263	263	0
426	41	175	134
427	25	51	26
428	39	57	18
429	253	263	10
430	130	162	32
431	2	220	218
432	149	196	47
433	95	120	25
434	34	80	46
435	55	142	87
436	33	204	171
437	33	149	116
438	109	161	52
439	17	43	26
440	89	128	39
441	82	212	130
442	209	215	6
443	210	246	36
444	32	54	22
445	116	202	86
446	146	187	41
447	77	199	122
448	68	142	74
449	41	210	169
450	192	221	29
451	236	248	12
452	43	78	35
453	179	247	68
454	239	263	24
455	70	207	137
456	53	75	22
457	213	261	48
458	16	131	115
459	72	90	18
460	87	235	148
461	177	220	43
462	91	138	47
463	34	181	147
464	52	100	48
465	47	83	36
466	8	65	57
467	25	95	70
468	47	60	13
469	129	170	41
470	178	243	65
471	107	193	86
472	66	79	13
473	195	245	50
474	4	185	181
475	141	200	59
476	215	263	48
477	116	195	79
478	116	141	25
479	245	263	18
480	70	207	137
481	106	170	64
482	198	242	44
483	177	263	86
484	146	178	32
485	174	244	70
486	136	215	79
487	143	200	57
488	37	90	53
489	64	189	125
490	200	263	63
491	147	263	116
492	108	155	47
493	33	49	16
494	31	156	125
495	93	103	10
496	140	195	55
497	24	64	40
498	153	252	99
499	32	152	120
500	14	29	15
501	26	36	10
502	35	146	111
503	42	60	18
504	25	43	18
505	61	71	10
506	45	129	84
507	76	94	18
508	79	187	108
509	128	185	57
510	77	90	13
511	9	74	65
512	89	174	85
513	57	60	3
514	20	170	150
515	125	229	104
516	24	154	130
517	136	209	73
518	91	91	0
519	24	65	41
520	229	235	6
521	80	179	99
522	133	247	114
523	143	215	72
524	129	147	18
525	169	254	85
526	19	37	18
527	112	225	113
528	145	192	47
529	120	252	132
530	38	103	65
531	83	119	36
532	219	263	44
533	5	5	0
534	85	109	24
535	33	129	96
536	194	200	6
537	13	77	64
538	14	43	29
539	16	194	178
540	41	118	77
541	86	172	86
542	124	194	70
543	5	65	60
544	39	52	13
545	37	130	93
546	81	263	182
547	131	244	113
548	25	38	13
549	27	85	58
550	33	165	132
551	234	244	10
552	125	253	128
553	232	243	11
554	40	211	171
555	180	256	76
556	197	248	51
557	173	191	18
558	62	112	50
559	186	258	72
560	156	228	72
561	185	263	78
562	113	246	133
563	110	181	71
564	242	242	0
565	34	90	56
566	167	232	65
567	81	91	10
568	65	80	15
569	65	141	76
570	196	221	25
571	23	44	21
572	148	253	105
573	224	263	39
574	44	158	114
575	237	253	16
576	187	244	57
577	131	223	92
578	58	109	51
579	114	219	105
580	141	161	20
581	147	202	55
582	188	263	75
583	11	60	49
584	193	222	29
585	34	158	124
586	177	263	86
587	204	248	44
588	20	150	130
589	80	142	62
590	177	224	47
591	85	95	10
592	138	243	105
593	24	41	17
594	71	100	29
595	5	44	39
596	219	263	44
597	104	172	68
598	37	55	18
599	29	132	103
600	141	141	0
601	47	95	48
602	133	180	47
603	161	208	47
604	173	263	90
605	195	244	49
606	53	59	6
607	62	129	67
608	77	200	123
609	52	211	159
610	6	41	35
611	19	21	2
612	192	210	18
613	84	90	6
614	97	115	18
615	55	68	13
616	127	187	60
617	3	95	92
618	187	261	74
619	114	185	71
620	150	199	49
621	212	241	29
622	245	263	18
623	14	123	109
624	149	257	108
625	238	238	0
626	111	179	68
627	176	241	65
628	34	136	102
629	220	263	43
630	36	122	86
631	112	254	142
632	185	228	43
633	84	196	112
634	19	61	42
635	20	50	30
636	212	251	39
637	136	234	98
638	167	244	77
639	35	48	13
640	85	185	100
641	170	221	51
642	176	217	41
643	146	245	99
644	7	47	40
645	45	128	83
646	20	142	122
647	190	258	68
648	138	251	113
649	37	109	72
650	76	91	15
651	191	263	72
652	14	119	105
653	152	213	61
654	214	263	49
655	76	167	91
656	137	229	92
657	25	76	51
658	9	116	107
659	213	263	50
660	71	111	40
661	92	170	78
662	124	183	59
663	37	47	10
664	165	248	83
665	195	230	35
666	29	73	44
667	161	254	93
668	187	263	76
669	62	237	175
670	44	50	6
671	122	142	20
672	101	181	80
673	91	176	85
674	18	38	20
675	77	177	100
676	96	198	102
677	80	174	94
678	223	263	40
679	38	168	130
680	69	98	29
681	26	54	28
682	86	207	121
683	38	127	89
684	122	173	51
685	189	263	74
686	131	155	24
687	199	247	48
688	152	232	80
689	141	161	20
690	19	32	13
691	215	250	35
692	141	251	110
693	131	228	97
694	162	168	6
695	79	234	155
696	24	91	67
697	43	73	30
698	91	132	41
699	126	225	99
700	148	245	97
701	159	191	32
702	232	261	29
703	16	34	18
704	58	76	18
705	96	208	112
706	48	157	109
707	121	185	64
708	172	247	75
709	190	250	60
710	130	221	91
711	147	187	40
712	70	100	30
713	33	60	27
714	24	45	21
715	187	263	76
716	130	246	116
717	79	79	0
718	37	71	34
719	211	244	33
720	152	237	85
721	10	73	63
722	123	242	119
723	41	41	0
724	86	111	25
725	137	199	62
726	147	192	45
727	178	263	85
728	64	133	69
729	80	100	20
730	92	158	66
731	45	128	83
732	137	196	59
733	36	73	37
734	98	197	99
735	76	101	25
736	38	71	33
737	189	263	74
738	19	125	106
739	71	89	18
740	54	146	92
741	86	152	66
742	1	48	47
743	112	175	63
744	17	20	3
745	64	100	36
746	51	102	51
747	20	38	18
748	193	263	70
749	103	174	71
750	7	106	99
751	100	228	128
752	69	181	112
753	147	247	100
754	26	29	3
755	118	142	24
756	1	79	78
757	176	201	25
758	150	197	47
759	142	195	53
760	207	263	56
761	155	244	89
762	71	149	78
763	9	34	25
764	67	166	99
765	119	263	144
766	38	48	10
767	153	243	90
768	123	178	55
769	223	263	40
770	70	87	17
771	196	263	67
772	54	60	6
773	245	245	0
774	199	254	55
775	17	80	63
776	246	263	17
777	99	175	76
778	97	263	166
779	3	48	45
780	13	26	13
781	8	34	26
782	108	247	139
783	196	263	67
784	96	121	25
785	174	244	70
786	112	230	118
787	230	230	0
788	159	217	58
789	19	48	29
790	98	128	30
791	6	27	21
792	169	218	49
793	40	176	136
794	193	237	44
795	46	103	57
796	121	192	71
797	227	263	36
798	14	59	45
799	85	138	53
800	53	69	16
801	77	185	108
802	18	52	34
803	34	34	0
804	32	103	71
805	9	61	52
806	83	173	90
807	113	201	88
808	132	231	99
809	74	175	101
810	18	65	47
811	113	203	90
812	94	112	18
813	179	263	84
814	26	117	91
815	207	256	49
816	69	100	31
817	125	176	51
818	168	263	95
819	171	245	74
820	229	245	16
821	187	228	41
822	79	110	31
823	40	68	28
824	94	170	76
825	135	194	59
826	251	258	7
827	65	142	77
828	60	89	29
829	141	225	84
830	105	246	141
831	157	197	40
832	8	65	57
833	31	96	65
834	128	202	74
835	20	46	26
836	78	123	45
837	239	263	24
838	60	60	0
839	222	263	41
840	19	19	0
841	87	200	113
842	171	224	53
843	122	146	24
844	132	152	20
845	175	181	6
846	180	215	35
847	220	263	43
848	57	79	22
849	42	84	42
850	10	12	2
851	37	86	49
852	9	137	128
853	76	191	115
854	190	225	35
855	28	49	21
856	52	87	35
857	30	50	20
858	189	263	74
859	44	47	3
860	38	247	209
861	45	245	200
862	207	213	6
863	112	174	62
864	19	41	22
865	29	131	102
866	114	243	129
867	107	263	156
868	9	38	29
869	111	252	141
870	202	263	61
871	110	181	71
872	107	210	103
873	26	48	22
874	39	76	37
875	91	128	37
876	129	196	67
877	105	212	107
878	16	64	48
879	140	244	104
880	36	176	140
881	20	69	49
882	52	126	74
883	97	122	25
884	154	194	40
885	132	150	18
886	145	255	110
887	27	98	71
888	159	235	76
889	100	124	24
890	228	263	35
891	60	207	147
892	87	263	176
893	47	63	16
894	9	109	100
895	50	60	10
896	188	263	75
897	173	227	54
898	209	244	35
899	12	14	2
900	40	116	76
901	35	64	29
902	115	197	82
903	105	152	47
904	130	253	123
905	75	145	70
906	17	73	56
907	7	80	73
908	153	247	94
909	101	152	51
910	4	86	82
911	17	111	94
912	73	73	0
913	70	170	100
914	10	109	99
915	9	86	77
916	70	106	36
917	178	234	56
918	10	116	106
919	128	191	63
920	11	77	66
921	27	197	170
922	210	210	0
923	109	115	6
924	9	84	75
925	38	90	52
926	180	244	64
927	7	96	89
928	98	232	134
929	11	28	17
930	64	140	76
931	71	163	92
932	61	103	42
933	30	122	92
934	8	28	20
935	63	79	16
936	17	73	56
937	132	164	32
938	71	263	192
939	14	57	43
940	19	59	40
941	196	263	67
942	190	208	18
943	160	213	53
944	26	76	50
945	5	75	70
946	71	160	89
947	186	246	60
948	258	263	5
949	119	217	98
950	83	226	143
951	52	221	169
952	54	135	81
953	205	248	43
954	66	102	36
955	202	263	61
956	98	176	78
957	55	175	120
958	76	241	165
959	137	212	75
960	124	187	63
961	208	263	55
962	162	244	82
963	31	48	17
964	20	68	48
965	191	231	40
966	151	252	101
967	140	212	72
968	34	92	58
969	12	76	64
970	10	65	55
971	3	25	22
972	127	263	136
973	79	195	116
974	20	123	103
975	124	192	68
976	43	43	0
977	28	64	36
978	11	13	2
979	79	223	144
980	69	110	41
981	158	244	86
982	60	135	75
983	221	261	40
984	139	263	124
985	57	146	89
986	89	194	105
987	110	197	87
988	60	85	25
989	42	95	53
990	108	225	117
991	27	80	53
992	168	244	76
993	54	64	10
994	170	205	35
995	82	176	94
996	31	168	137
997	121	200	79
998	36	95	59
999	173	213	40
1000	133	233	100

27
2
533 71 723 976 838 912 384 518 395 311 350 600 223 291 141 922 787 625 564 773 425 
840 58 803 354 199 717 518 395 311 350 600 223 291 141 922 787 625 564 773 425 

Time: *** msec.
Memory: *** MB / *** MB.
